# Cachehit for strategy LIRA_DFIB
#
ExtraQuota	2Offpath	2Onpath	3Offpath	3Onpath	4Offpath	4Onpath	5Offpath	5Onpath	
0.1	0.33427455495214364	0.23512127838118968	0.30976805217323927	0.26321861449342737	0.2917200296194781	0.27776580371385523	0.2832123020645746	0.28348825349098095	
0.25	0.3539233834279798	0.222781894349798	0.32667632334140195	0.2540806211030425	0.3076423296687738	0.27218878144233727	0.2986564704995594	0.2790974183893295	
0.33	0.35759001513124644	0.21823026264653134	0.33092524248903277	0.2513733686220784	0.3108156961475742	0.26881569274131467	0.30107525975612837	0.2769802957994272	
0.5	0.36223226085553994	0.21131412803334892	0.3334596076159309	0.24517428127295798	0.313836270590213	0.2634965071875648	0.3038348767028852	0.27212067885267033	
0.66	0.362425609168085	0.2058791130541372	0.3333111518805708	0.24041079256387365	0.3135274343180945	0.2590633990152389	0.30381193475601775	0.26827667635509334	
0.75	0.36174641113626804	0.2031499777526209	0.33254465832476615	0.2376792305641227	0.31365514628906943	0.2569198537109306	0.30291043695862685	0.26566650748581755	
1.0	0.3576465540767947	0.1964081681454275	0.32832887749796313	0.2306644558353702	0.3097577700936575	0.2499755632396758	0.29948716967929445	0.2590981080984833	
