# Cachehit for strategy LIRA_BC_HYBRID
#
ExtraQuota	2Offpath	2Onpath	3Offpath	3Onpath	4Offpath	4Onpath	5Offpath	5Onpath	
0.1	0.46404459471899906	0.1901440163921121	0.4628709166536139	0.1922574166797194	0.4628979150063995	0.19324264054915602	0.4629929970119062	0.19308228076587153	
0.25	0.5243976256058551	0.16786487439414488	0.5231450321428405	0.1694499678571595	0.5239004079938027	0.16984125867286404	0.5226089541899079	0.1712993791434254	
0.33	0.5425640207764796	0.1601104236679649	0.543582260269732	0.1612513508413791	0.5406654133545018	0.16375486442327603	0.5407270225005604	0.1638326997216618	
0.5	0.5699129499236695	0.1486673278541083	0.5682555759892904	0.1511983128995984	0.5676861762440971	0.15203576820034737	0.5672836729245072	0.15214049374215943	
0.66	0.5855186283762528	0.1426797049570805	0.583107015059302	0.14590326271847587	0.5842775674883165	0.14492771028946128	0.5837638123160305	0.1451892432395251	
0.75	0.5934817971642884	0.13890375839126712	0.5919807367586502	0.14077120768579432	0.5908955474891073	0.14244306362200376	0.5913727271954196	0.14185643947124715	
1.0	0.6090140304700308	0.13144152508552476	0.6070563398980572	0.13516143787972057	0.6068342596137921	0.13505518483065238	0.6066195060871489	0.1349502161350733	
