# Cachehit for strategies: DFIB, DFIB_OPH, and DFIB_BC_HYBRID
#
Strategy	LIRA_DFIBOff	LIRA_DFIBOn	LIRA_DFIB_OPHOff	LIRA_DFIB_OPHOn	LIRA_BC_HYBRIDOff	LIRA_BC_HYBRIDOn	
2.0	0.00931433450470822	0.2577023321619585	0.009381522605264682	0.2568045885058464	0.009093335859259961	0.2574061085851845	
4.0	0.02008735178947945	0.25447375932163163	0.020556253105494148	0.2541301357833948	0.019074406574017697	0.25377226009264897	
8.0	0.04643690201698562	0.2498464313163477	0.05455372901738685	0.24553321542705758	0.04234659799755816	0.24931312422466403	
16.0	0.11613446653784928	0.24342997790659518	0.15841980575480968	0.21812047202296808	0.11034428763386943	0.2334137679216861	
32.0	0.19484781562681208	0.23996107326207683	0.25349192570806744	0.23125807429193257	0.19756671476226795	0.21747189634884317	
64.0	0.26499809976224264	0.24846995579331288	0.33949048616299055	0.28360951383700944	0.28920098336809585	0.20964790552079304	
128.0	0.31216765030064525	0.26336512747713253	0.40791941526586944	0.3604416958452417	0.36799124606640354	0.21444292060026315	
