# Average latency for strategies: DFIB, DFIB_OPH, and DFIB_BC_HYBRID
#
Strategy	LIRA_DFIB	LIRA_DFIB_OPH	LIRA_BC_HYBRID	
2.0	102.76914425644419	103.13756012109147	103.6252486938355	
4.0	101.81761877920542	102.01827415639826	103.47866761179873	
8.0	99.0404903904981	98.86448855901375	101.93271561596319	
16.0	90.85158477969921	89.59105364831576	96.12259886853079	
32.0	81.04708014149347	75.74360011630208	87.43242974275915	
64.0	70.97751955467271	58.59451025688896	76.99303347564535	
128.0	62.814649086996184	41.25484218470141	65.00524624116228	
