# Average latency for strategies: NDN, NRR_PROB, and BC
#
Strategy	NDN	NRR_PROB	LIRA_BC	
0.1	105.24475863243775	42.67443163550415	90.42884780430771	
0.25	108.04327259853282	43.42901820077461	88.62198141066715	
0.33	109.06552470646268	44.21124777760355	88.33813205129294	
0.5	110.64457478966654	45.6283449922142	87.97622407006527	
0.66	111.80190889913183	46.97138468708909	88.23069116998337	
0.75	112.36304795224233	47.905079798126195	88.51980909646629	
1.0	113.77760576855393	49.82732107962141	89.32184798654603	
