# Average latency for strategies: NDN, NRR_PROB, and BC
#
Strategy	NDN	NRR_PROB	LIRA_BC	
0.1	11.284127777777778	4.223385	5.216373055555556	
0.25	11.521996111111111	4.304421944444444	5.273375	
0.33	11.602354722222222	4.348097222222222	5.289593888888889	
0.5	11.721345555555555	4.419861666666667	5.323480277777778	
0.66	11.80225888888889	4.484643888888889	5.339657777777778	
0.75	11.840882222222222	4.519527777777777	5.351885	
1.0	11.935324722222223	4.597121666666666	5.380971944444444	
